"Label","Mean","SD","Min.","25%","50%","75%","Max.","Skewness","Kurtosis"
"region",6.7122641509434,3.24015009517756,2,4,7,9,15,0.213354682701969,-0.99113408274099
"region_C",0.00407115666922694,3.24015009517756,-4.70819299427417,-2.70819299427417,0.291807005725834,2.29180700572583,8.29180700572583,0.213354682701968,-0.99113408274099
"region_S",0.00125737738526276,1.00072087260086,-1.4541261556419,-0.836425837320065,0.0901246401626952,0.707824958484535,2.56092591345006,0.213354682701974,-0.991134082740989
"reglen",5.6061320754717,2.15872743826718,1,4,5,7,14,0.591725412716016,0.235444294865685
"reglen_C",0.562977814777859,2.15872743826718,-4.04315426069384,-1.04315426069384,-0.0431542606938367,1.95684573930616,8.95684573930616,0.591725412716015,0.235444294865684
"reglen_S",0.251224264687599,0.963314537631658,-1.80422465947815,-0.465499092894007,-0.0192572373659588,0.873226473690137,3.99691946238647,0.591725412716017,0.235444294865682
"f_coca",492691.338129496,1826146.97588873,28,12226,43773,192300,25131726,8.51579117664536,92.7810071840643
"f_coca_log",10.7934422439516,2.28695616437464,3.3322045101752,9.41132011058867,10.6867724679321,12.1668119315769,17.0396415900104,-0.139278926672497,0.353232172492595
"std_res_f_coca_log",-0.336020703023871,0.967619260544563,-3.82395826151615,-0.94821180194847,-0.2700124035171,0.322482217520024,2.76321828027051,-0.325214110611605,0.298557297472387
"f_coca_lem",772425.836930456,2548500.63179382,28,20514,77580,308802,25131726,5.46461963934826,34.0920704084061
"f_coca_lem_log",11.3071902911681,2.23221650110093,3.3322045101752,9.92886285886736,11.259064940994,12.6404555737957,17.0396415900104,-0.186240803890279,0.647341425866377
"std_res_f_coca_lem_log",-0.326482636048872,0.990843237227658,-3.47355616618141,-0.916880261798476,-0.247910204003918,0.304315302016408,2.53460896324034,-0.336405000774172,0.150045284691399
"prevwlen",4.21933962264151,2.10065925433505,1,3,4,6,13,0.920993400986867,0.578927244889575
"prevwlen_C",-0.0963811587663708,2.10065925433505,-3.31572078140788,-1.31572078140788,-0.315720781407881,1.68427921859212,8.68427921859212,0.920993400986867,0.578927244889576
"prevwlen_S",-0.0453303179638384,0.987989282879553,-1.5594611978557,-0.61881432155658,-0.14849088340702,0.792155992892099,4.08442005993902,0.920993400986868,0.578927244889577
"prevf_coca",6011186.14425428,9175414.68731967,93,52544,889008,10327445,25131726,1.38645416804552,0.272324101753925
"prevf_coca_log",13.3068911547995,2.90190703191165,4.53259949315326,10.8694061928121,13.6978615133307,16.1503154726519,17.0396415900104,-0.435959950492659,-0.632515244733067
"std_res_prevf_coca_log",0.0955774802501118,0.968870937999158,-2.74360978829515,-0.439919314023872,0.0854673661866966,0.766281890876377,1.82104428872431,-0.521494411920834,0.113548600603284
"prevf_coca_lem",6898460.9608802,9314845.40316485,121,96797,967511,11822994,25131726,1.09454557434188,-0.359823934891773
"prevf_coca_lem_log",13.6276570905712,2.82063515042918,4.79579054559674,11.4803712810489,13.7824820733305,16.2855568373597,17.0396415900104,-0.467504888464037,-0.67644735494532
"std_res_prevf_coca_lem_log",0.0799815397750871,0.981581742803507,-3.027814631379,-0.419632144661044,0.206405780436851,0.918544130046498,2.07148184491597,-0.691924721326062,0.30868504024777
"nextwlen",4.19575471698113,2.1430807669653,1,3,4,5,13,0.990606398153833,0.564998624918887
"nextwlen_C",-0.232924973150227,2.1430807669653,-3.42867969013136,-1.42867969013136,-0.428679690131357,0.571320309868643,8.57132030986864,0.990606398153832,0.564998624918884
"nextwlen_S",-0.105951356349232,0.974830268111614,-1.55961492124842,-0.649868276942509,-0.194994954789551,0.259878367363407,3.89886494458707,0.990606398153832,0.564998624918887
"nextf_coca",4294202.7014218,6904710.51370237,39,57670,770876,4453425,25131726,1.95333565234758,3.02917346506855
"nextf_coca_log",13.0951294361431,2.82835512948794,3.66356164612965,10.9624923866095,13.5552807958772,15.3091840210252,17.0396415900104,-0.518970547188844,-0.51236858548891
"std_res_nextf_coca_log",0.0840144953014351,0.988792410575237,-3.96717151740552,-0.434237483594827,0.232502709735179,0.645539771369983,1.88949639910482,-0.818317095420881,0.83823807951043
"nextf_coca_lem",4967492.83886256,7203744.23978206,223,96290,967511,11733607,25131726,1.58139791135238,1.62298713139722
"nextf_coca_lem_log",13.4382203636269,2.65969046072192,5.40717177146012,11.4751197502343,13.7824820733305,16.2779676754919,17.0396415900104,-0.480368554757093,-0.620666243340461
"std_res_nextf_coca_lem_log",0.0790162329049593,0.972222265742391,-3.01405968359359,-0.398566675429025,0.240676819556763,0.622280686146407,1.71319017627706,-0.83089578008649,0.708259065342126
