"quartiles","lm.seg.axis_x","lm_MSE","lm_AIC","lm.seg_MSE","lm.seg_AIC","loess_MSE","loess_AIC"
"[-2.06,0.193]","0.684098954943993",515.087055393925,119780.319996806,88.7348018397902,119718.253342151,106.846050631715,NA
"(0.193,1.75]","0.250257596094176",795.915944132787,96924.1750603056,132.375066789476,96844.0828225444,122.471574730972,NA
