"quartiles","lm.seg.axis_x","lm_MSE","lm_AIC","lm.seg_MSE","lm.seg_AIC","loess_MSE","loess_AIC"
"[-2.11,-0.0482]","2.10762843273322",0.000846260432105774,7185.16897435616,0.000500022787244823,7170.21344687738,0.000425318976499767,NA
"(-0.0482,1.73]","2.53696022544717",0.00234431142053477,6270.3577854137,0.00100169743513146,6193.63917130184,0.00055895728063784,NA
