"lm.seg.axis_x","lm.seg.axis_y","lm_MSE","lm_AIC","lm.seg_MSE","lm.seg_AIC","loess_MSE","loess_AIC"
"-1.23081561666426;0.76352512545468","235.652075021764;237.989361245095",0.00567997380146429,12929.2799084077,0.00498496472217442,12860.6031112438,0.00503714399014181,NA
