"lm.seg.axis_x","lm.seg.axis_y","lm_MSE","lm_AIC","lm.seg_MSE","lm.seg_AIC","loess_MSE","loess_AIC"
NA,NA,0.000540790971013915,18396.6464251715,NA,NA,0.000574227968448503,NA
