"lm.seg.axis_x","lm.seg.axis_y","lm_MSE","lm_AIC","lm.seg_MSE","lm.seg_AIC","loess_MSE","loess_AIC"
"-1.23081561666426;0.76352512545468","235.652075021764;237.989361245095",0.00783754471401566,17560.0875372867,0.00768271497856667,17555.5353400741,0.00771312344527761,NA
