"lm.seg.axis_x","lm.seg.axis_y","lm_MSE","lm_AIC","lm.seg_MSE","lm.seg_AIC","loess_MSE","loess_AIC"
"-1.23081561666426;0.76352512545468","235.652075021764;237.989361245095",0.000709652130829448,18353.4836470339,0.000478368265528213,18338.1090000348,0.000319346862966616,NA
