"lm.seg.axis_x","lm.seg.axis_y","lm_MSE","lm_AIC","lm.seg_MSE","lm.seg_AIC","loess_MSE","loess_AIC"
"-1.23081561666426;0.76352512545468","235.652075021764;237.989361245095",0.00198171455517913,18299.885565708,0.000127145033256114,18147.3176086941,0.000168281819802003,NA
