"lm.seg.axis_x","lm.seg.axis_y","lm_MSE","lm_AIC","lm.seg_MSE","lm.seg_AIC","loess_MSE","loess_AIC"
NA,NA,0.00818297351485537,18302.995371372,NA,NA,0.00814989418455106,NA
