"lm.seg.axis_x","lm.seg.axis_y","lm_MSE","lm_AIC","lm.seg_MSE","lm.seg_AIC","loess_MSE","loess_AIC"
"-1.23081561666426;0.76352512545468","235.652075021764;237.989361245095",1631.01258546345,198130.628750729,1563.55223664341,198083.456990567,1560.36213494333,NA
