"quartiles","lm.seg.axis_x","lm_MSE","lm_AIC","lm.seg_MSE","lm.seg_AIC","loess_MSE","loess_AIC"
"[-2.06,0.193]","1.43485810834337",142.156661339362,111537.71859136,37.3963170528847,111499.882441885,42.3859001307507,NA
"(0.193,1.75]","1.41838708641409",109.389920161188,89204.0020350578,35.4521561326995,89180.0543049859,39.431455195879,NA
