"lm.seg.axis_x","lm.seg.axis_y","lm_MSE","lm_AIC","lm.seg_MSE","lm.seg_AIC","loess_MSE","loess_AIC"
"-1.23081561666426;0.76352512545468","235.652075021764;237.989361245095",592.642679743162,185944.030707977,574.793828312908,185918.361388604,570.911909221085,NA
